Site,Location,Depth,Vial_num,Sample_ID,Sample_Date,Inc_month,Composite_num,Weight_mg,Weight_g,Volume_lake_water_L,NO3_spike_µg_L,NH3_spike_µg_L,Analyte,Spike_µg_L,Type,Goal_incubation_hrs,Incubation_start_time,Incubation_end_time,Actual_incubation_hrs,bin,Notes,NO2_NO3_mgNL,NH3_mgNL,Conc_mgNL,Flag,OM_g,OM_%,Percent_water,Sample_dryweight_g,AFDM_g
SH_3m,SH,3,123,Sed_NA_123,2023-07-20,July,3,1970,1.97,0.025,1600,,NO3,1600,sediment,6,8:41,15:04,6:23,3,,1.567,,1.567,N,0.438,0.018,0.220,1.5366,0.02837512659
SH_3m,SH,3,124,Sed_NA_124,2023-07-20,July,1,1960,1.96,0.025,2000,,NO3,2000,sediment,6,8:43,15:10,6:27,4,,2.013,,2.013,N,0.438,0.018,0.220,1.5288,0.02823109042
SH_3m,SH,3,125,Sed_NA_125,2023-07-20,July,2,2080,2.08,0.025,2000,,NO3,2000,sediment,6,8:43,15:10,6:27,4,,2.005,,2.005,N,0.438,0.018,0.220,1.6224,0.02995952453
SH_3m,SH,3,126,Sed_NA_126,2023-07-20,July,3,2050,2.05,0.025,2000,,NO3,2000,sediment,6,8:43,15:10,6:27,4,,2.033,,2.033,N,0.438,0.018,0.220,1.599,0.029527416
GB_10m,GB,10,127,Sed_NA_127,2023-07-20,July,1,1960,1.96,0.025,0,,NO3,0,sediment,6,8:31,14:43,6:12,2,,0.028,,0.028,N,0.232,0.011,0.291,1.38964,0.0151055621
GB_10m,GB,10,128,Sed_NA_128,2023-07-20,July,2,1970,1.97,0.025,0,,NO3,0,sediment,6,8:31,14:43,6:12,2,,0.004,,0.004,N,0.232,0.011,0.291,1.39673,0.0151826313
GB_10m,GB,10,129,Sed_NA_129,2023-07-20,July,3,1930,1.93,0.025,0,,NO3,0,sediment,6,8:31,14:43,6:12,2,,0.005,,0.005,N,0.232,0.011,0.291,1.36837,0.01487435452
GB_10m,GB,10,130,Sed_NA_130,2023-07-20,July,1,2020,2.02,0.025,100,,NO3,100,sediment,6,8:34,14:53,6:19,3,,0.059,,0.059,N,0.232,0.011,0.291,1.43218,0.01556797727
GB_10m,GB,10,131,Sed_NA_131,2023-07-20,July,2,2020,2.02,0.025,100,,NO3,100,sediment,6,8:34,14:53,6:19,3,,0.068,,0.068,N,0.232,0.011,0.291,1.43218,0.01556797727
GB_10m,GB,10,132,Sed_NA_132,2023-07-20,July,3,1980,1.98,0.025,100,,NO3,100,sediment,6,8:34,14:53,6:19,3,,0.062,,0.062,N,0.232,0.011,0.291,1.40382,0.01525970049
GB_10m,GB,10,133,Sed_NA_133,2023-07-20,July,1,2030,2.03,0.025,200,,NO3,200,sediment,6,8:37,14:55,6:18,3,,0.162,,0.162,N,0.232,0.011,0.291,1.43927,0.01564504646
GB_10m,GB,10,134,Sed_NA_134,2023-07-20,July,2,2040,2.04,0.025,200,,NO3,200,sediment,6,8:37,14:55,6:18,3,,0.158,,0.158,N,0.232,0.011,0.291,1.44636,0.01572211566
GB_10m,GB,10,135,Sed_NA_135,2023-07-20,July,3,2080,2.08,0.025,200,,NO3,200,sediment,6,8:37,14:55,6:18,3,,0.14,,0.14,N,0.232,0.011,0.291,1.47472,0.01603039244
GB_10m,GB,10,136,Sed_NA_136,2023-07-20,July,1,2030,2.03,0.025,800,,NO3,800,sediment,6,8:39,15:01,6:22,3,,0.767,,0.767,N,0.232,0.011,0.291,1.43927,0.01564504646
GB_10m,GB,10,137,Sed_NA_137,2023-07-20,July,2,1920,1.92,0.025,800,,NO3,800,sediment,6,8:39,15:01,6:22,3,,0.783,,0.783,N,0.232,0.011,0.291,1.36128,0.01479728533
GB_10m,GB,10,138,Sed_NA_138,2023-07-20,July,3,2080,2.08,0.025,800,,NO3,800,sediment,6,8:39,15:01,6:22,3,,0.789,,0.789,N,0.232,0.011,0.291,1.47472,0.01603039244
GB_10m,GB,10,139,Sed_NA_139,2023-07-20,July,1,2030,2.03,0.025,1600,,NO3,1600,sediment,6,8:41,15:03,6:22,3,,1.581,,1.581,N,0.232,0.011,0.291,1.43927,0.01564504646
GB_10m,GB,10,140,Sed_NA_140,2023-07-20,July,2,2020,2.02,0.025,1600,,NO3,1600,sediment,6,8:41,15:03,6:22,3,,1.636,,1.636,N,0.232,0.011,0.291,1.43218,0.01556797727
GB_10m,GB,10,141,Sed_NA_141,2023-07-20,July,3,2050,2.05,0.025,1600,,NO3,1600,sediment,6,8:41,15:03,6:22,3,,1.603,,1.603,N,0.232,0.011,0.291,1.45345,0.01579918485
GB_10m,GB,10,142,Sed_NA_142,2023-07-20,July,1,2030,2.03,0.025,2000,,NO3,2000,sediment,6,8:44,15:10,6:26,4,,1.872,,1.872,N,0.232,0.011,0.291,1.43927,0.01564504646
GB_10m,GB,10,143,Sed_NA_143,2023-07-20,July,2,1940,1.94,0.025,2000,,NO3,2000,sediment,6,8:44,15:10,6:26,4,,1.994,,1.994,N,0.232,0.011,0.291,1.37546,0.01495142371
GB_10m,GB,10,144,Sed_NA_144,2023-07-20,July,3,1930,1.93,0.025,2000,,NO3,2000,sediment,6,8:44,15:10,6:26,4,,1.95,,1.95,N,0.232,0.011,0.291,1.36837,0.01487435452
BW0.5m,BW,0.5,145,Biofilm_NA_1,2023-07-21,July,1,1980,1.98,0.025,0,,NO3,0,biofilm,6,8:47,15:13,6:26,4,,0.018,,0.018,N,1.252,,,,2.4790
BW0.5m,BW,0.5,146,Biofilm_NA_2,2023-07-21,July,2,2050,2.05,0.025,0,,NO3,0,biofilm,6,8:47,15:13,6:26,4,,0.008,,0.008,N,1.252,,,,2.5666
BW0.5m,BW,0.5,147,Biofilm_NA_3,2023-07-21,July,3,2020,2.02,0.025,0,,NO3,0,biofilm,6,8:47,15:13,6:26,4,,0.007,,0.007,N,1.252,,,,2.5290
BW0.5m,BW,0.5,148,Biofilm_NA_4,2023-07-21,July,1,2040,2.04,0.025,100,,NO3,100,biofilm,6,8:52,15:16,6:24,4,,0.096,,0.096,N,1.252,,,,2.5541
BW0.5m,BW,0.5,149,Biofilm_NA_5,2023-07-21,July,2,2020,2.02,0.025,100,,NO3,100,biofilm,6,8:52,15:16,6:24,4,,0.094,,0.094,N,1.252,,,,2.5290
BW0.5m,BW,0.5,150,Biofilm_NA_6,2023-07-21,July,3,2010,2.01,0.025,100,,NO3,100,biofilm,6,8:52,15:16,6:24,4,,0.094,,0.094,N,1.252,,,,2.5165
BW0.5m,BW,0.5,151,Biofilm_NA_7,2023-07-21,July,1,1980,1.98,0.025,200,,NO3,200,biofilm,6,8:54,15:20,6:26,4,,0.218,,0.218,N,1.252,,,,2.4790
BW0.5m,BW,0.5,152,Biofilm_NA_8,2023-07-21,July,2,2010,2.01,0.025,200,,NO3,200,biofilm,6,8:54,15:20,6:26,4,,0.279,,0.279,N,1.252,,,,2.5165
BW0.5m,BW,0.5,153,Biofilm_NA_9,2023-07-21,July,3,2000,2,0.025,200,,NO3,200,biofilm,6,8:54,15:20,6:26,4,,0.195,,0.195,N,1.252,,,,2.5040
BW0.5m,BW,0.5,154,Biofilm_NA_10,2023-07-21,July,1,2010,2.01,0.025,800,,NO3,800,biofilm,6,8:57,15:24,6:27,4,,0.831,,0.831,N,1.252,,,,2.5165
BW0.5m,BW,0.5,155,Biofilm_NA_11,2023-07-21,July,2,1980,1.98,0.025,800,,NO3,800,biofilm,6,8:57,15:24,6:27,4,,0.809,,0.809,N,1.252,,,,2.4790
BW0.5m,BW,0.5,156,Biofilm_NA_12,2023-07-21,July,3,1970,1.97,0.025,800,,NO3,800,biofilm,6,8:57,15:24,6:27,4,,0.769,,0.769,N,1.252,,,,2.4664
BW0.5m,BW,0.5,157,Biofilm_NA_13,2023-07-21,July,1,1970,1.97,0.025,1600,,NO3,1600,biofilm,6,8:59,15:30,6:31,5,,1.668,,1.668,N,1.252,,,,2.4664
BW0.5m,BW,0.5,158,Biofilm_NA_14,2023-07-21,July,2,1950,1.95,0.025,1600,,NO3,1600,biofilm,6,8:59,15:30,6:31,5,,1.549,,1.549,N,1.252,,,,2.4414
BW0.5m,BW,0.5,159,Biofilm_NA_15,2023-07-21,July,3,2060,2.06,0.025,1600,,NO3,1600,biofilm,6,8:59,15:30,6:31,5,,1.582,,1.582,N,1.252,,,,2.5791
BW0.5m,BW,0.5,160,Biofilm_NA_16,2023-07-21,July,1,2030,2.03,0.025,2000,,NO3,2000,biofilm,6,9:01,15:37,6:36,5,,2.037,,2.037,N,1.252,,,,2.5416
BW0.5m,BW,0.5,161,Biofilm_NA_17,2023-07-21,July,2,2020,2.02,0.025,2000,,NO3,2000,biofilm,6,9:01,15:37,6:36,5,,1.945,,1.945,N,1.252,,,,2.5290
BW0.5m,BW,0.5,162,Biofilm_NA_18,2023-07-21,July,3,2010,2.01,0.025,2000,,NO3,2000,biofilm,6,9:01,15:37,6:36,5,,1.94,,1.94,N,1.252,,,,2.5165
GB0.5m,GB,0.5,163,Biofilm_NA_19,2023-07-20,July,1,2010,2.01,0.025,0,,NO3,0,biofilm,6,8:47,15:12,6:25,4,,0.009,,0.009,N,0.788,,,,1.5839
GB0.5m,GB,0.5,164,Biofilm_NA_20,2023-07-20,July,2,2010,2.01,0.025,0,,NO3,0,biofilm,6,8:47,15:12,6:25,4,,0.008,,0.008,N,0.788,,,,1.5839
GB0.5m,GB,0.5,165,Biofilm_NA_21,2023-07-20,July,3,2010,2.01,0.025,0,,NO3,0,biofilm,6,8:47,15:12,6:25,4,,0.011,,0.011,N,0.788,,,,1.5839
GB0.5m,GB,0.5,166,Biofilm_NA_22,2023-07-20,July,1,2030,2.03,0.025,100,,NO3,100,biofilm,6,8:53,15:14,6:21,4,,0.113,,0.113,N,0.788,,,,1.5996
GB0.5m,GB,0.5,167,Biofilm_NA_23,2023-07-20,July,2,2010,2.01,0.025,100,,NO3,100,biofilm,6,8:53,15:14,6:21,4,,0.108,,0.108,N,0.788,,,,1.5839
GB0.5m,GB,0.5,168,Biofilm_NA_24,2023-07-20,July,3,1960,1.96,0.025,100,,NO3,100,biofilm,6,8:53,15:14,6:21,4,,0.109,,0.109,N,0.788,,,,1.5445
GB0.5m,GB,0.5,169,Biofilm_NA_25,2023-07-20,July,1,1990,1.99,0.025,200,,NO3,200,biofilm,6,8:55,15:23,6:28,4,,0.217,,0.217,N,0.788,,,,1.5681
GB0.5m,GB,0.5,170,Biofilm_NA_26,2023-07-20,July,2,1990,1.99,0.025,200,,NO3,200,biofilm,6,8:55,15:23,6:28,4,,0.216,,0.216,N,0.788,,,,1.5681
GB0.5m,GB,0.5,171,Biofilm_NA_27,2023-07-20,July,3,2000,2,0.025,200,,NO3,200,biofilm,6,8:55,15:23,6:28,4,,0.224,,0.224,N,0.788,,,,1.5760
GB0.5m,GB,0.5,172,Biofilm_NA_28,2023-07-20,July,1,2030,2.03,0.025,800,,NO3,800,biofilm,6,8:57,15:26,6:29,5,,0.814,,0.814,N,0.788,,,,1.5996
GB0.5m,GB,0.5,173,Biofilm_NA_29,2023-07-20,July,2,1950,1.95,0.025,800,,NO3,800,biofilm,6,8:57,15:26,6:29,5,,0.787,,0.787,N,0.788,,,,1.5366
GB0.5m,GB,0.5,174,Biofilm_NA_30,2023-07-20,July,3,2030,2.03,0.025,800,,NO3,800,biofilm,6,8:57,15:26,6:29,5,,0.785,,0.785,N,0.788,,,,1.5996
GB0.5m,GB,0.5,175,Biofilm_NA_31,2023-07-20,July,1,2030,2.03,0.025,1600,,NO3,1600,biofilm,6,8:59,15:32,6:33,5,,1.624,,1.624,N,0.788,,,,1.5996
GB0.5m,GB,0.5,176,Biofilm_NA_32,2023-07-20,July,2,1970,1.97,0.025,1600,,NO3,1600,biofilm,6,8:59,15:32,6:33,5,,1.591,,1.591,N,0.788,,,,1.5524
GB0.5m,GB,0.5,177,Biofilm_NA_33,2023-07-20,July,3,2000,2,0.025,1600,,NO3,1600,biofilm,6,8:59,15:32,6:33,5,,1.582,,1.582,N,0.788,,,,1.5760
GB0.5m,GB,0.5,178,Biofilm_NA_34,2023-07-20,July,1,1990,1.99,0.025,2000,,NO3,2000,biofilm,6,9:01,15:34,6:33,5,,1.985,,1.985,N,0.788,,,,1.5681
GB0.5m,GB,0.5,179,Biofilm_NA_35,2023-07-20,July,2,2010,2.01,0.025,2000,,NO3,2000,biofilm,6,9:01,15:34,6:33,5,,1.931,,1.931,N,0.788,,,,1.5839
GB0.5m,GB,0.5,180,Biofilm_NA_36,2023-07-20,July,3,1990,1.99,0.025,2000,,NO3,2000,biofilm,6,9:01,15:34,6:33,5,,1.895,,1.895,N,0.788,,,,1.5681
BW_3m,BW,3,181,Water_NA_1,2023-07-21,July,1,,,0.025,0,,NO3,0,water,6,8:48,15:19,6:31,4,,0.014,,0.014,N,,,,,
BW_3m,BW,3,182,Water_NA_2,2023-07-21,July,2,,,0.025,0,,NO3,0,water,6,8:48,15:19,6:31,4,,0.032,,0.032,N,,,,,
BW_3m,BW,3,183,Water_NA_3,2023-07-21,July,3,,,0.025,0,,NO3,0,water,6,8:48,15:19,6:31,4,,0.019,,0.019,N,,,,,
BW_3m,BW,3,184,Water_NA_4,2023-07-21,July,1,,,0.025,100,,NO3,100,water,6,8:53,15:20,6:27,4,,0.12,,0.12,N,,,,,
BW_3m,BW,3,185,Water_NA_5,2023-07-21,July,2,,,0.025,100,,NO3,100,water,6,8:53,15:20,6:27,4,,0.127,,0.127,N,,,,,
BW_3m,BW,3,186,Water_NA_6,2023-07-21,July,3,,,0.025,100,,NO3,100,water,6,8:53,15:20,6:27,4,,0.122,,0.122,N,,,,,
BW_3m,BW,3,187,Water_NA_7,2023-07-21,July,1,,,0.025,200,,NO3,200,water,6,8:55,15:06,6:11,4,,0.246,,0.246,N,,,,,
BW_3m,BW,3,188,Water_NA_8,2023-07-21,July,2,,,0.025,200,,NO3,200,water,6,8:55,15:06,6:11,4,,0.24,,0.24,N,,,,,
BW_3m,BW,3,189,Water_NA_9,2023-07-21,July,3,,,0.025,200,,NO3,200,water,6,8:55,15:06,6:11,4,,0.236,,0.236,N,,,,,
BW_3m,BW,3,190,Water_NA_10,2023-07-21,July,1,,,0.025,800,,NO3,800,water,6,8:58,15:28,6:30,5,,0.889,,0.889,N,,,,,
BW_3m,BW,3,191,Water_NA_11,2023-07-21,July,2,,,0.025,800,,NO3,800,water,6,8:58,15:28,6:30,5,,0.873,,0.873,N,,,,,
BW_3m,BW,3,192,Water_NA_12,2023-07-21,July,3,,,0.025,800,,NO3,800,water,6,8:58,15:28,6:30,5,,0.873,,0.873,N,,,,,
BW_3m,BW,3,193,Water_NA_13,2023-07-21,July,1,,,0.025,1600,,NO3,1600,water,6,9:00,15:33,6:33,5,,1.758,,1.758,N,,,,,
BW_3m,BW,3,194,Water_NA_14,2023-07-21,July,2,,,0.025,1600,,NO3,1600,water,6,9:00,15:33,6:33,5,,1.674,,1.674,N,,,,,
BW_3m,BW,3,195,Water_NA_15,2023-07-21,July,3,,,0.025,1600,,NO3,1600,water,6,9:00,15:33,6:33,5,,1.701,,1.701,N,,,,,
BW_3m,BW,3,196,Water_NA_16,2023-07-21,July,1,,,0.025,2000,,NO3,2000,water,6,9:02,15:35,6:33,5,,2.166,,2.166,N,,,,,
BW_3m,BW,3,197,Water_NA_17,2023-07-21,July,2,,,0.025,2000,,NO3,2000,water,6,9:02,15:35,6:33,5,,2.169,,2.169,N,,,,,
BW_3m,BW,3,198,Water_NA_18,2023-07-21,July,3,,,0.025,2000,,NO3,2000,water,6,9:02,15:35,6:33,5,,2.186,,2.186,N,,,,,
GB_3m,GB,3,199,Water_NA_19,2023-07-21,July,1,,,0.025,0,,NO3,0,water,6,8:48,15:17,6:29,4,,0.012,,0.012,N,,,,,
GB_3m,GB,3,200,Water_NA_20,2023-07-21,July,2,,,0.025,0,,NO3,0,water,6,8:48,15:17,6:29,4,,0.004,,0.004,N,,,,,
GB_3m,GB,3,201,Water_NA_21,2023-07-21,July,3,,,0.025,0,,NO3,0,water,6,8:48,15:17,6:29,4,,0.005,,0.005,N,,,,,
GB_3m,GB,3,202,Water_NA_22,2023-07-21,July,1,,,0.025,100,,NO3,100,water,6,8:54,15:20,6:26,4,,0.117,,0.117,N,,,,,
GB_3m,GB,3,203,Water_NA_23,2023-07-21,July,2,,,0.025,100,,NO3,100,water,6,8:54,15:20,6:26,4,,0.109,,0.109,N,,,,,
GB_3m,GB,3,204,Water_NA_24,2023-07-21,July,3,,,0.025,100,,NO3,100,water,6,8:54,15:20,6:26,4,,0.121,,0.121,N,,,,,
GB_3m,GB,3,205,Water_NA_25,2023-07-21,July,1,,,0.025,200,,NO3,200,water,6,8:56,15:24,6:28,4,,0.255,,0.255,N,,,,,
GB_3m,GB,3,206,Water_NA_26,2023-07-21,July,2,,,0.025,200,,NO3,200,water,6,8:56,15:24,6:28,4,,0.238,,0.238,N,,,,,
GB_3m,GB,3,207,Water_NA_27,2023-07-21,July,3,,,0.025,200,,NO3,200,water,6,8:56,15:24,6:28,4,,0.237,,0.237,N,,,,,
GB_3m,GB,3,208,Water_NA_28,2023-07-21,July,1,,,0.025,800,,NO3,800,water,6,8:58,15:31,6:33,5,,0.914,,0.914,N,,,,,
GB_3m,GB,3,209,Water_NA_29,2023-07-21,July,2,,,0.025,800,,NO3,800,water,6,8:58,15:31,6:33,5,,0.941,,0.941,N,,,,,
GB_3m,GB,3,210,Water_NA_30,2023-07-21,July,3,,,0.025,800,,NO3,800,water,6,8:58,15:31,6:33,5,,0.891,,0.891,N,,,,,
GB_3m,GB,3,211,Water_NA_31,2023-07-21,July,1,,,0.025,1600,,NO3,1600,water,6,9:00,15:33,6:33,5,,1.754,,1.754,N,,,,,
GB_3m,GB,3,212,Water_NA_32,2023-07-21,July,2,,,0.025,1600,,NO3,1600,water,6,9:00,15:33,6:33,5,,1.706,,1.706,N,,,,,
GB_3m,GB,3,213,Water_NA_33,2023-07-21,July,3,,,0.025,1600,,NO3,1600,water,6,9:00,15:33,6:33,5,,1.677,,1.677,N,,,,,
GB_3m,GB,3,214,Water_NA_34,2023-07-21,July,1,,,0.025,2000,,NO3,2000,water,6,9:03,15:38,6:35,5,,1.971,,1.971,N,,,,,
GB_3m,GB,3,215,Water_NA_35,2023-07-21,July,2,,,0.025,2000,,NO3,2000,water,6,9:03,15:38,6:35,5,,2.103,,2.103,N,,,,,
GB_3m,GB,3,216,Water_NA_36,2023-07-21,July,3,,,0.025,2000,,NO3,2000,water,6,9:03,15:38,6:35,5,,2.059,,2.059,N,,,,,
BW0.5m,BW,0.5,217,Sed_NA_145,2023-07-21,July,1,2000,2,0.025,,0,NH3,0,sediment,6,9:10,15:39,6:29,5,,,0.0085,0.0085,N,0.53,0.016,0.264,1.47299735,0.02338819233
BW0.5m,BW,0.5,218,Sed_NA_146,2023-07-21,July,2,2020,2.02,0.025,,0,NH3,0,sediment,6,9:10,15:39,6:29,5,,,0.0096,0.0096,N,0.53,0.016,0.264,1.487727323,0.02362207425
BW0.5m,BW,0.5,219,Sed_NA_147,2023-07-21,July,3,2010,2.01,0.025,,0,NH3,0,sediment,6,9:10,15:39,6:29,5,,,0.0044,0.0044,N,0.53,0.016,0.264,1.480362337,0.02350513329
BW0.5m,BW,0.5,220,Sed_NA_148,2023-07-21,July,1,1950,1.95,0.025,,100,NH3,100,sediment,6,9:13,15:42,6:29,5,,,0.0444,0.0444,N,0.53,0.016,0.264,1.436172416,0.02280348752
BW0.5m,BW,0.5,221,Sed_NA_149,2023-07-21,July,2,2030,2.03,0.025,,100,NH3,100,sediment,6,9:13,15:42,6:29,5,,,0.073,0.073,N,0.53,0.016,0.264,1.49509231,0.02373901521
BW0.5m,BW,0.5,222,Sed_NA_150,2023-07-21,July,3,2020,2.02,0.025,,100,NH3,100,sediment,6,9:13,15:42,6:29,5,,,0.0478,0.0478,N,0.53,0.016,0.264,1.487727323,0.02362207425
BW0.5m,BW,0.5,223,Sed_NA_151,2023-07-21,July,1,2010,2.01,0.025,,200,NH3,200,sediment,6,9:16,15:49,6:33,6,,,0.1,0.1,N,0.53,0.016,0.264,1.480362337,0.02350513329
BW0.5m,BW,0.5,224,Sed_NA_152,2023-07-21,July,2,2020,2.02,0.025,,200,NH3,200,sediment,6,9:16,15:49,6:33,6,,,0.1137,0.1137,N,0.53,0.016,0.264,1.487727323,0.02362207425
BW0.5m,BW,0.5,225,Sed_NA_153,2023-07-21,July,3,2060,2.06,0.025,,200,NH3,200,sediment,6,9:16,15:49,6:33,6,,,0.1144,0.1144,N,0.53,0.016,0.264,1.51718727,0.0240898381
BW0.5m,BW,0.5,226,Sed_NA_154,2023-07-21,July,1,2050,2.05,0.025,,800,NH3,800,sediment,6,9:20,15:55,6:35,6,,,0.4473,0.4473,N,0.53,0.016,0.264,1.509822284,0.02397289713
BW0.5m,BW,0.5,227,Sed_NA_155,2023-07-21,July,2,2040,2.04,0.025,,800,NH3,800,sediment,6,9:20,15:55,6:35,6,,,0.4086,0.4086,N,0.53,0.016,0.264,1.502457297,0.02385595617
BW0.5m,BW,0.5,228,Sed_NA_156,2023-07-21,July,3,1990,1.99,0.025,,800,NH3,800,sediment,6,9:20,15:55,6:35,6,,,0.4214,0.4214,N,0.53,0.016,0.264,1.465632363,0.02327125136
BW0.5m,BW,0.5,229,Sed_NA_157,2023-07-21,July,1,1970,1.97,0.025,,1600,NH3,1600,sediment,6,9:23,14:01,4:38,6,,,0.9242,0.9242,N,0.53,0.016,0.264,1.45090239,0.02303736944
BW0.5m,BW,0.5,230,Sed_NA_158,2023-07-21,July,2,1990,1.99,0.025,,1600,NH3,1600,sediment,6,9:23,14:01,4:38,6,,,0.947,0.947,N,0.53,0.016,0.264,1.465632363,0.02327125136
BW0.5m,BW,0.5,231,Sed_NA_159,2023-07-21,July,3,2010,2.01,0.025,,1600,NH3,1600,sediment,6,9:23,14:01,4:38,6,,,0.9736,0.9736,N,0.53,0.016,0.264,1.480362337,0.02350513329
BW0.5m,BW,0.5,232,Sed_NA_160,2023-07-21,July,1,1950,1.95,0.025,,2000,NH3,2000,sediment,6,9:25,16:06,6:41,6,,,1.0995,1.0995,N,0.53,0.016,0.264,1.436172416,0.02280348752
BW0.5m,BW,0.5,233,Sed_NA_161,2023-07-21,July,2,2000,2,0.025,,2000,NH3,2000,sediment,6,9:25,16:06,6:41,6,,,1.1306,1.1306,N,0.53,0.016,0.264,1.47299735,0.02338819233
BW0.5m,BW,0.5,234,Sed_NA_162,2023-07-21,July,3,1980,1.98,0.025,,2000,NH3,2000,sediment,6,9:25,16:06,6:41,6,,,1.2589,1.2589,N,0.53,0.016,0.264,1.458267376,0.0231543104
BW_3m,BW,3,235,Sed_NA_163,2023-07-21,July,1,2020,2.02,0.025,,0,NH3,0,sediment,6,9:11,15:41,6:30,5,,,-0.0002,-0.0002,N,0.460,0.022,0.331,1.35138,0.02938995688
BW_3m,BW,3,236,Sed_NA_164,2023-07-21,July,2,2050,2.05,0.025,,0,NH3,0,sediment,6,9:11,15:41,6:30,5,,,-0.0055,-0.0055,N,0.460,0.022,0.331,1.37145,0.02982644139
BW_3m,BW,3,237,Sed_NA_165,2023-07-21,July,3,1970,1.97,0.025,,0,NH3,0,sediment,6,9:11,15:41,6:30,5,,,0.0019,0.0019,N,0.460,0.022,0.331,1.31793,0.0286624827
BW_3m,BW,3,238,Sed_NA_166,2023-07-21,July,1,2000,2,0.025,,100,NH3,100,sediment,6,9:14,15:38,6:24,6,,,0.0421,0.0421,N,0.460,0.022,0.331,1.338,0.02909896721
BW_3m,BW,3,239,Sed_NA_167,2023-07-21,July,2,1960,1.96,0.025,,100,NH3,100,sediment,6,9:14,15:38,6:24,6,,,0.0651,0.0651,N,0.460,0.022,0.331,1.31124,0.02851698786
BW_3m,BW,3,240,Sed_NA_168,2023-07-21,July,3,2020,2.02,0.025,,100,NH3,100,sediment,6,9:14,15:38,6:24,6,,,0.0318,0.0318,N,0.460,0.022,0.331,1.35138,0.02938995688
BW_3m,BW,3,241,Sed_NA_169,2023-07-21,July,1,2030,2.03,0.025,,200,NH3,200,sediment,6,9:17,15:50,6:33,6,,,0.0961,0.0961,N,0.460,0.022,0.331,1.35807,0.02953545171
BW_3m,BW,3,242,Sed_NA_170,2023-07-21,July,2,1960,1.96,0.025,,200,NH3,200,sediment,6,9:17,15:50,6:33,6,,,0.0935,0.0935,N,0.460,0.022,0.331,1.31124,0.02851698786
BW_3m,BW,3,243,Sed_NA_171,2023-07-21,July,3,1970,1.97,0.025,,200,NH3,200,sediment,6,9:17,15:50,6:33,6,,,0.0949,0.0949,N,0.460,0.022,0.331,1.31793,0.0286624827
BW_3m,BW,3,244,Sed_NA_172,2023-07-21,July,1,1960,1.96,0.025,,800,NH3,800,sediment,6,9:21,15:55,6:34,6,,,0.4241,0.4241,N,0.460,0.022,0.331,1.31124,0.02851698786
BW_3m,BW,3,245,Sed_NA_173,2023-07-21,July,2,2070,2.07,0.025,,800,NH3,800,sediment,6,9:21,15:55,6:34,6,,,0.4366,0.4366,N,0.460,0.022,0.331,1.38483,0.03011743106
BW_3m,BW,3,246,Sed_NA_174,2023-07-21,July,3,2020,2.02,0.025,,800,NH3,800,sediment,6,9:21,15:55,6:34,6,,,0.4401,0.4401,N,0.460,0.022,0.331,1.35138,0.02938995688
BW_3m,BW,3,247,Sed_NA_175,2023-07-21,July,1,2040,2.04,0.025,,1600,NH3,1600,sediment,6,9:23,16:01,6:38,6,,,0.9347,0.9347,N,0.460,0.022,0.331,1.36476,0.02968094655
BW_3m,BW,3,248,Sed_NA_176,2023-07-21,July,2,2030,2.03,0.025,,1600,NH3,1600,sediment,6,9:23,16:01,6:38,6,,,0.9064,0.9064,Y,0.460,0.022,0.331,1.35807,0.02953545171
BW_3m,BW,3,249,Sed_NA_177,2023-07-21,July,3,2040,2.04,0.025,,1600,NH3,1600,sediment,6,9:23,16:01,6:38,6,,,0.9651,0.9651,N,0.460,0.022,0.331,1.36476,0.02968094655
BW_3m,BW,3,250,Sed_NA_178,2023-07-21,July,1,2040,2.04,0.025,,2000,NH3,2000,sediment,6,9:25,16:07,6:42,6,,,1.1909,1.1909,N,0.460,0.022,0.331,1.36476,0.02968094655
BW_3m,BW,3,251,Sed_NA_179,2023-07-21,July,2,2040,2.04,0.025,,2000,NH3,2000,sediment,6,9:25,16:07,6:42,7,,,1.1474,1.1474,N,0.460,0.022,0.331,1.36476,0.02968094655
BW_3m,BW,3,252,Sed_NA_180,2023-07-21,July,3,1950,1.95,0.025,,2000,NH3,2000,sediment,6,9:25,16:07,6:42,7,,,1.0997,1.0997,N,0.460,0.022,0.331,1.30455,0.02837149303
SS_3m,SS,3,253,Sed_NA_181,2023-07-21,July,1,1990,1.99,0.025,,0,NH3,0,sediment,6,9:12,15:46,6:34,5,,,0.006,0.006,N,0.330,0.012,0.270,1.4527,0.01778959002
SS_3m,SS,3,254,Sed_NA_182,2023-07-21,July,2,2050,2.05,0.025,,0,NH3,0,sediment,6,9:12,15:46,6:34,5,,,0.0437,0.0437,N,0.330,0.012,0.270,1.4965,0.01832595957
SS_3m,SS,3,255,Sed_NA_183,2023-07-21,July,3,2060,2.06,0.025,,0,NH3,0,sediment,6,9:12,15:46,6:34,5,,,0.0052,0.0052,N,0.330,0.012,0.270,1.5038,0.01841535449
SS_3m,SS,3,256,Sed_NA_184,2023-07-21,July,1,2050,2.05,0.025,,100,NH3,100,sediment,6,9:15,15:47,6:32,6,,,0.0389,0.0389,N,0.330,0.012,0.270,1.4965,0.01832595957
SS_3m,SS,3,257,Sed_NA_185,2023-07-21,July,2,2020,2.02,0.025,,100,NH3,100,sediment,6,9:15,15:47,6:32,6,,,0.0068,0.0068,N,0.330,0.012,0.270,1.4746,0.0180577748
